election_year,public_geography_id,municipality,label_french,label_dutch,label_german,valid_votes,blank_votes,list_vote_sum,party_list_count,vote_sum_reconciles,special_bucket,duplicate_nis_code,audit_status
2024,72020,Lommel,Lommel,Lommel,Lommel,20681,1037,20681,10,true,false,false,bridge_safe
2024,72021,Maaseik,Maaseik,Maaseik,Maaseik,15428,812,15428,10,true,false,false,bridge_safe
2024,72030,Peer,Peer,Peer,Peer,11298,529,11298,10,true,false,false,bridge_safe
2024,72037,Hamont-Achel,Hamont-Achel,Hamont-Achel,Hamont-Achel,6671,338,6671,10,true,false,false,bridge_safe
2024,72038,Hechtel-Eksel,Hechtel-Eksel,Hechtel-Eksel,Hechtel-Eksel,8268,385,8268,10,true,false,false,bridge_safe
2024,72039,Houthalen-Helchteren,Houthalen-Helchteren,Houthalen-Helchteren,Houthalen-Helchteren,19477,1187,19477,10,true,false,false,bridge_safe
2024,72041,Dilsen-Stokkem,Dilsen-Stokkem,Dilsen-Stokkem,Dilsen-Stokkem,13233,692,13233,10,true,false,false,bridge_safe
2024,72042,Oudsbergen,Oudsbergen,Oudsbergen,Oudsbergen,16383,882,16383,10,true,false,false,bridge_safe
2024,72043,Pelt,Pelt,Pelt,Pelt,20175,966,20175,10,true,false,false,bridge_safe
2024,73001,Alken,Alken,Alken,Alken,8439,384,8439,10,true,false,false,bridge_safe
2024,73006,Bilzen,Bilzen,Bilzen,Bilzen,22150,1077,22150,10,true,false,false,bridge_safe
2024,73009,Borgloon,Looz,Borgloon,Borgloon,7910,482,7910,10,true,false,false,bridge_safe
2024,73022,Heers,Heers,Heers,Heers,5309,294,5309,10,true,false,false,bridge_safe
2024,73028,Herstappe,Herstappe,Herstappe,Herstappe,53,2,53,10,true,false,false,bridge_safe
2024,73032,Hoeselt,Hoeselt,Hoeselt,Hoeselt,7015,334,7015,10,true,false,false,bridge_safe
2024,73040,Kortessem,Kortessem,Kortessem,Kortessem,6158,320,6158,10,true,false,false,bridge_safe
2024,73042,Lanaken,Lanaken,Lanaken,Lanaken,12861,625,12861,10,true,false,false,bridge_safe
2024,73066,Riemst,Riemst,Riemst,Riemst,9718,471,9718,10,true,false,false,bridge_safe
2024,73083,Tongeren,Tongres,Tongeren,Tongern,21212,1111,21212,10,true,false,false,bridge_safe
2024,73098,Wellen,Wellen,Wellen,Wellen,5334,327,5334,10,true,false,false,bridge_safe
2024,73107,Maasmechelen,Maasmechelen,Maasmechelen,Maasmechelen,22613,1497,22613,10,true,false,false,bridge_safe
2024,73109,Fourons,Fourons,Voeren,Fourons,1415,96,1415,10,true,false,false,bridge_safe
2024,80998,Arlon (E5),Arlon (E5),Arlon (E5),Arlon (E5),4342,372,4342,9,true,true,false,blocked_special_bucket
2024,81001,Arlon,Arlon,Aarlen,Arlon,15710,1609,15710,9,true,false,false,bridge_safe
2024,81003,Attert,Attert,Attert,Attert,3471,281,3471,9,true,false,false,bridge_safe
2024,81004,Aubange,Aubange,Aubange,Aubange,7126,1115,7126,9,true,false,false,bridge_safe
2024,81013,Martelange,Martelange,Martelange,Martelange,1088,119,1088,9,true,false,false,bridge_safe
2024,81015,Messancy,Messancy,Messancy,Messancy,4474,513,4474,9,true,false,false,bridge_safe
2024,82003,Bastogne,Bastogne,Bastenaken,Bastogne,9684,1076,9684,9,true,false,false,bridge_safe
2024,82005,Bertogne,Bertogne,Bertogne,Bertogne,2269,242,2269,9,true,false,false,bridge_safe
2024,82009,Fauvillers,Fauvillers,Fauvillers,Fauvillers,1526,102,1526,9,true,false,false,bridge_safe
2024,82014,Houffalize,Houffalize,Houffalize,Houffalize,3202,338,3202,9,true,false,false,bridge_safe
2024,82032,Vielsalm,Vielsalm,Vielsalm,Vielsalm,4510,519,4510,9,true,false,false,bridge_safe
2024,82036,Vaux-sur-Sure,Vaux-sur-Sûre,Vaux-sur-Sûre,Vaux-sur-Sûre,3810,351,3810,9,true,false,false,bridge_safe
2024,82037,Gouvy,Gouvy,Gouvy,Gouvy,3135,336,3135,9,true,false,false,bridge_safe
2024,82038,Sainte-Ode,Sainte-Ode,Sainte-Ode,Sainte-Ode,1608,146,1608,9,true,false,false,bridge_safe
2024,83012,Durbuy,Durbuy,Durbuy,Durbuy,7215,513,7215,9,true,false,false,bridge_safe
2024,83013,Erezee,Erezée,Erezée,Erezée,2257,190,2257,9,true,false,false,bridge_safe
2024,83028,Hotton,Hotton,Hotton,Hotton,3433,435,3433,9,true,false,false,bridge_safe
2024,83031,La Roche-en-Ardenne,La Roche-en-Ardenne,La Roche-en-Ardenne,La Roche-en-Ardenne,2718,206,2718,9,true,false,false,bridge_safe
2024,83034,Marche-en-Famenne,Marche-en-Famenne,Marche-en-Famenne,Marche-en-Famenne,11076,1123,11076,9,true,false,false,bridge_safe
2024,83040,Nassogne,Nassogne,Nassogne,Nassogne,3554,296,3554,9,true,false,false,bridge_safe
2024,83044,Rendeux,Rendeux,Rendeux,Rendeux,1716,131,1716,9,true,false,false,bridge_safe
2024,83049,Tenneville,Tenneville,Tenneville,Tenneville,1929,131,1929,9,true,false,false,bridge_safe
2024,83055,Manhay,Manhay,Manhay,Manhay,2310,206,2310,9,true,false,false,bridge_safe
2024,84009,Bertrix,Bertrix,Bertrix,Bertrix,5426,569,5426,9,true,false,false,bridge_safe
2024,84010,Bouillon,Bouillon,Bouillon,Bouillon,3025,404,3025,9,true,false,false,bridge_safe
2024,84016,Daverdisse,Daverdisse,Daverdisse,Daverdisse,834,145,834,9,true,false,false,bridge_safe
2024,84029,Herbeumont,Herbeumont,Herbeumont,Herbeumont,1053,117,1053,9,true,false,false,bridge_safe
2024,84033,Leglise,Léglise,Léglise,Léglise,3417,310,3417,9,true,false,false,bridge_safe
2024,84035,Libin,Libin,Libin,Libin,3306,298,3306,9,true,false,false,bridge_safe
2024,84043,Neufchateau,Neufchâteau,Neufchâteau,Neufchâteau,4912,545,4912,9,true,false,false,bridge_safe
2024,84050,Paliseul,Paliseul,Paliseul,Paliseul,3344,453,3344,9,true,false,false,bridge_safe
2024,84059,Saint-Hubert,Saint-Hubert,Saint-Hubert,Saint-Hubert,3444,393,3444,9,true,false,false,bridge_safe
2024,84068,Tellin,Tellin,Tellin,Tellin,1626,153,1626,9,true,false,false,bridge_safe
2024,84075,Wellin,Wellin,Wellin,Wellin,2065,177,2065,9,true,false,false,bridge_safe
2024,84077,Libramont-Chevigny,Libramont-Chevigny,Libramont-Chevigny,Libramont-Chevigny,7204,641,7204,9,true,false,false,bridge_safe
2024,85007,Chiny,Chiny,Chiny,Chiny,3264,348,3264,9,true,false,false,bridge_safe
2024,85009,Etalle,Etalle,Etalle,Etalle,3296,372,3296,9,true,false,false,bridge_safe
2024,85011,Florenville,Florenville,Florenville,Florenville,3431,495,3431,9,true,false,false,bridge_safe
2024,85024,Meix-Devant-Virton,Meix-Devant-Virton,Meix-Devant-Virton,Meix-Devant-Virton,1834,162,1834,9,true,false,false,bridge_safe
2024,85026,Musson,Musson,Musson,Musson,2613,332,2613,9,true,false,false,bridge_safe
2024,85034,Saint-Leger,Saint-Léger,Saint-Léger,Saint-Léger,2216,236,2216,9,true,false,false,bridge_safe
2024,85039,Tintigny,Tintigny,Tintigny,Tintigny,3357,317,3357,9,true,false,false,bridge_safe
2024,85045,Virton,Virton,Virton,Virton,6613,818,6613,9,true,false,false,bridge_safe
2024,85046,Habay,Habay,Habay,Habay,5074,488,5074,9,true,false,false,bridge_safe
2024,85047,Rouvroy,Rouvroy,Rouvroy,Rouvroy,1349,113,1349,9,true,false,false,bridge_safe
2024,90998,Namur (E5),Namur (E5),Namen (E5),Namur (E5),3425,501,3425,12,true,true,false,blocked_special_bucket
2024,91005,Anhee,Anhée,Anhée,Anhée,4437,424,4437,12,true,false,false,bridge_safe
2024,91013,Beauraing,Beauraing,Beauraing,Beauraing,6030,509,6030,12,true,false,false,bridge_safe
2024,91015,Bievre,Bièvre,Bièvre,Bièvre,2245,202,2245,12,true,false,false,bridge_safe
2024,91030,Ciney,Ciney,Ciney,Ciney,10520,962,10520,12,true,false,false,bridge_safe
2024,91034,Dinant,Dinant,Dinant,Dinant,7836,857,7836,12,true,false,false,bridge_safe
2024,91054,Gedinne,Gedinne,Gedinne,Gedinne,2968,250,2968,12,true,false,false,bridge_safe
2024,91059,Hamois,Hamois,Hamois,Hamois,4750,320,4750,12,true,false,false,bridge_safe
2024,91064,Havelange,Havelange,Havelange,Havelange,3381,228,3381,12,true,false,false,bridge_safe
2024,91072,Houyet,Houyet,Houyet,Houyet,3242,246,3242,12,true,false,false,bridge_safe
2024,91103,Onhaye,Onhaye,Onhaye,Onhaye,2090,181,2090,12,true,false,false,bridge_safe
2024,91114,Rochefort,Rochefort,Rochefort,Rochefort,7708,758,7708,12,true,false,false,bridge_safe
2024,91120,Somme-Leuze,Somme-Leuze,Somme-Leuze,Somme-Leuze,3844,343,3844,12,true,false,false,bridge_safe
2024,91141,Yvoir,Yvoir,Yvoir,Yvoir,5827,399,5827,12,true,false,false,bridge_safe
2024,91142,Hastiere,Hastière,Hastière,Hastière,3620,455,3620,12,true,false,false,bridge_safe
2024,91143,Vresse-sur-Semois,Vresse-sur-Semois,Vresse-sur-Semois,Vresse-sur-Semois,1552,142,1552,12,true,false,false,bridge_safe
2024,92003,Andenne,Andenne,Andenne,Andenne,16497,1744,16497,12,true,false,false,bridge_safe
2024,92006,Assesse,Assesse,Assesse,Assesse,4847,218,4847,12,true,false,false,bridge_safe
2024,92035,Eghezee,Eghezée,Eghezée,Eghezée,10826,759,10826,12,true,false,false,bridge_safe
2024,92045,Floreffe,Floreffe,Floreffe,Floreffe,5191,337,5191,12,true,false,false,bridge_safe
2024,92048,Fosses-la-Ville,Fosses-la-Ville,Fosses-la-Ville,Fosses-la-Ville,6349,579,6349,12,true,false,false,bridge_safe
2024,92054,Gesves,Gesves,Gesves,Gesves,4896,278,4896,12,true,false,false,bridge_safe
2024,92087,Mettet,Mettet,Mettet,Mettet,8567,757,8567,12,true,false,false,bridge_safe
2024,92094,Namur,Namur,Namen,Namur,66217,4732,66217,12,true,false,false,bridge_safe
2024,92097,Ohey,Ohey,Ohey,Ohey,3452,220,3452,12,true,false,false,bridge_safe
2024,92101,Profondeville,Profondeville,Profondeville,Profondeville,8023,483,8023,12,true,false,false,bridge_safe
2024,92114,Sombreffe,Sombreffe,Sombreffe,Sombreffe,5203,392,5203,12,true,false,false,bridge_safe
2024,92137,Sambreville,Sambreville,Sambreville,Sambreville,16215,1816,16215,12,true,false,false,bridge_safe
2024,92138,Fernelmont,Fernelmont,Fernelmont,Fernelmont,5430,310,5430,12,true,false,false,bridge_safe
2024,92140,Jemeppe-sur-Sambre,Jemeppe-sur-Sambre,Jemeppe-sur-Sambre,Jemeppe-sur-Sambre,11794,1137,11794,12,true,false,false,bridge_safe
2024,92141,la Bruyere,La Bruyère,La Bruyère,La Bruyère,6279,304,6279,12,true,false,false,bridge_safe
2024,92142,Gembloux,Gembloux,Gembloux,Gembloux,16845,901,16845,12,true,false,false,bridge_safe
2024,93010,Cerfontaine,Cerfontaine,Cerfontaine,Cerfontaine,3279,269,3279,12,true,false,false,bridge_safe
2024,93014,Couvin,Couvin,Couvin,Couvin,8827,1078,8827,12,true,false,false,bridge_safe
2024,93018,Doische,Doische,Doische,Doische,1850,194,1850,12,true,false,false,bridge_safe
2024,93022,Florennes,Florennes,Florennes,Florennes,6947,775,6947,12,true,false,false,bridge_safe
2024,93056,Philippeville,Philippeville,Philippeville,Philippeville,5850,665,5850,12,true,false,false,bridge_safe
2024,93088,Walcourt,Walcourt,Walcourt,Walcourt,11739,1024,11739,12,true,false,false,bridge_safe
2024,93090,Viroinval,Viroinval,Viroinval,Viroinval,2891,395,2891,12,true,false,false,bridge_safe
